prayer,date_local,time_local,utc_offset,lat,lng,elevation_m,source,notes
isha,2018-04-11,18:35,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.53 mag/arcsec²; threshold=20.03; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-11-30,18:42,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.29 mag/arcsec²; threshold=18.79; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-12-01,18:23,7.0,-7.568,112.674,10,BRIN multistation SQM 2018 (PSR),Per-night SQM Isha observation; station PSR; Pasuruan East Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.08 mag/arcsec²; threshold=18.58; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-12-02,18:39,7.0,-7.568,112.674,10,BRIN multistation SQM 2018 (PSR),Per-night SQM Isha observation; station PSR; Pasuruan East Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.43 mag/arcsec²; threshold=18.93; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-04-10,18:38,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.11 mag/arcsec²; threshold=19.61; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-05-04,18:32,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.23 mag/arcsec²; threshold=19.73; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-05-06,18:32,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.63 mag/arcsec²; threshold=20.13; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-05-07,18:43,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.68 mag/arcsec²; threshold=20.18; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-05-09,18:40,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.65 mag/arcsec²; threshold=20.15; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-05-10,18:31,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.55 mag/arcsec²; threshold=20.05; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-05-11,18:33,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.75 mag/arcsec²; threshold=20.25; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-05-12,18:31,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.56 mag/arcsec²; threshold=20.06; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-05-13,18:31,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.51 mag/arcsec²; threshold=20.01; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-05-14,18:32,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.33 mag/arcsec²; threshold=19.83; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-05-15,18:51,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.88 mag/arcsec²; threshold=19.38; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-05-16,18:35,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.20 mag/arcsec²; threshold=18.70; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-05-17,19:13,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.50 mag/arcsec²; threshold=19.00; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-06-04,18:28,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.44 mag/arcsec²; threshold=18.94; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-06-06,18:28,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.64 mag/arcsec²; threshold=19.14; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-06-07,18:29,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.68 mag/arcsec²; threshold=19.18; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-06-08,18:29,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.93 mag/arcsec²; threshold=19.43; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-06-09,18:29,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.97 mag/arcsec²; threshold=19.47; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-06-10,18:34,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.74 mag/arcsec²; threshold=19.24; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-06-11,18:33,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.66 mag/arcsec²; threshold=20.16; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-06-12,18:34,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.57 mag/arcsec²; threshold=20.07; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-06-13,18:30,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.12 mag/arcsec²; threshold=19.62; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-06-14,18:32,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.35 mag/arcsec²; threshold=19.85; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-07-01,18:40,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.30 mag/arcsec²; threshold=19.80; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-07-02,18:35,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.18 mag/arcsec²; threshold=19.68; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-07-03,18:39,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.59 mag/arcsec²; threshold=20.09; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-07-04,18:34,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.03 mag/arcsec²; threshold=19.53; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-07-05,18:39,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.82 mag/arcsec²; threshold=20.32; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-07-06,18:39,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.68 mag/arcsec²; threshold=20.18; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-07-07,18:37,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.40 mag/arcsec²; threshold=19.90; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-07-08,18:41,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.43 mag/arcsec²; threshold=19.93; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-07-09,18:39,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.62 mag/arcsec²; threshold=20.12; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-07-10,18:35,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.75 mag/arcsec²; threshold=19.25; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-07-12,18:37,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.31 mag/arcsec²; threshold=19.81; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-07-13,18:39,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.20 mag/arcsec²; threshold=19.70; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-07-14,18:51,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.20 mag/arcsec²; threshold=19.70; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-07-31,18:37,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.42 mag/arcsec²; threshold=18.92; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-08-01,18:37,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.06 mag/arcsec²; threshold=18.56; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-08-02,18:39,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.59 mag/arcsec²; threshold=20.09; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-08-03,18:41,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.45 mag/arcsec²; threshold=19.95; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-08-04,18:39,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.30 mag/arcsec²; threshold=19.80; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-08-05,18:55,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.03 mag/arcsec²; threshold=19.53; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-08-06,18:41,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.37 mag/arcsec²; threshold=19.87; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-08-07,18:40,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.27 mag/arcsec²; threshold=18.77; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-08-08,18:39,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.53 mag/arcsec²; threshold=19.03; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-08-11,18:37,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.14 mag/arcsec²; threshold=18.64; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-08-12,18:39,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.67 mag/arcsec²; threshold=19.17; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-09-01,18:34,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.19 mag/arcsec²; threshold=18.69; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-09-03,18:39,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.86 mag/arcsec²; threshold=20.36; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-09-04,18:37,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.22 mag/arcsec²; threshold=19.72; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-09-05,18:33,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.82 mag/arcsec²; threshold=19.32; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-09-06,18:33,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.79 mag/arcsec²; threshold=19.29; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-09-07,18:33,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.44 mag/arcsec²; threshold=19.94; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-09-10,18:33,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.41 mag/arcsec²; threshold=19.91; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-09-11,18:56,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.34 mag/arcsec²; threshold=19.84; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-09-27,18:29,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.33 mag/arcsec²; threshold=18.83; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-09-28,18:32,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.42 mag/arcsec²; threshold=19.92; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-09-29,18:29,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.26 mag/arcsec²; threshold=19.76; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-09-30,18:29,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.35 mag/arcsec²; threshold=19.85; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-10-01,18:31,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.35 mag/arcsec²; threshold=19.85; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-10-02,18:29,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.33 mag/arcsec²; threshold=19.83; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-10-03,18:39,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.58 mag/arcsec²; threshold=19.08; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-10-04,18:29,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.29 mag/arcsec²; threshold=19.79; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-10-05,18:29,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.28 mag/arcsec²; threshold=19.78; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-10-07,18:28,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.44 mag/arcsec²; threshold=19.94; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-10-08,18:29,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.53 mag/arcsec²; threshold=20.03; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-10-09,18:29,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.45 mag/arcsec²; threshold=19.95; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-10-10,18:30,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.60 mag/arcsec²; threshold=20.10; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-10-27,18:33,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.58 mag/arcsec²; threshold=19.08; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-10-28,18:38,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.39 mag/arcsec²; threshold=18.89; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-10-29,18:29,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.14 mag/arcsec²; threshold=18.64; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-11-04,18:33,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.57 mag/arcsec²; threshold=19.07; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-11-05,18:31,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.50 mag/arcsec²; threshold=19.00; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-11-06,19:08,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.30 mag/arcsec²; threshold=19.80; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-11-08,18:32,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.01 mag/arcsec²; threshold=18.51; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-11-26,18:39,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.23 mag/arcsec²; threshold=18.73; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-11-30,18:41,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.14 mag/arcsec²; threshold=18.64; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-12-01,18:42,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.86 mag/arcsec²; threshold=19.36; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-12-02,18:42,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.06 mag/arcsec²; threshold=18.56; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-12-04,18:45,7.0,-6.913,107.837,10,BRIN multistation SQM 2018 (SMD),Per-night SQM Isha observation; station SMD; Subang West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.87 mag/arcsec²; threshold=19.37; Damanhuri & Mukarram LAPAN 2022 dataset
